scenario_id,peak_discharge_m3s,breach_width_m,is_monsoon,base_flow_m3s,mean_arrival_time_min,peak_water_depth_at_outlet_m
199,4665.264181338556,123.06415350898403,0,26.03667429743593,220.0075,0.13068604
200,8746.69782916554,153.0994344224266,1,318.7655506112711,202.48225,0.58743626
201,632.1444333156493,103.63851951411951,1,150.98889031402058,211.65292,0.3751845
202,7695.611658955354,169.49072855038563,0,36.778316989077496,221.22162,0.16078036
203,9800.50400200077,170.13602164286277,1,235.74688553871852,209.46864,0.4901686
204,2714.0537787765493,32.812048640042846,1,196.36458553541357,209.91919,0.43925408
205,7536.31311336296,154.61683509927235,1,221.11306217439082,210.264,0.47167903
206,8102.811993431143,151.9313141667544,0,34.02199995091047,221.05495,0.1534383
207,8776.591963901386,152.2737537261866,1,294.84034167215157,204.4025,0.5605703
208,7112.450145449771,163.63245097992925,1,173.2379874922875,214.06947,0.40744013
209,2599.6901074411276,189.322569208321,0,33.19975463310709,219.5835,0.15120244
210,1272.8891192111473,141.88771094747176,1,343.91659649126336,194.96922,0.61482257
211,5811.839569745856,61.874639901785926,1,322.0375989439789,200.641,0.5910468
212,5814.329810493237,146.9949135936555,0,32.796775815440384,220.72414,0.15009858
213,4296.723346112208,198.36649250450128,1,163.35139539799638,214.01083,0.39332506
214,5686.722279584104,185.44296098174667,1,265.52866960995084,205.60971,0.526435
215,2080.470266682439,177.06394435631324,0,66.36860839318203,219.11528,0.22911605
216,2147.155173297097,37.93952411331311,0,57.50073150307848,219.25508,0.21022382
217,7290.442457026115,31.332628223022166,1,227.4099389114727,209.27386,0.47969323
218,9969.506800018418,157.4161407955134,1,332.66470640117836,200.59373,0.6026733
219,8109.310588234166,154.70178698460086,1,188.30682548141,212.8834,0.4283488
220,2078.0038424669674,150.4229279308753,0,25.412168360989398,219.55019,0.12879616
221,7852.286667416068,56.704040111724666,0,43.96751799535767,220.98828,0.17896046
222,3258.9490732118143,50.15284290497897,0,68.99742593753402,218.82838,0.2345188
223,9311.187177818472,57.26833607029545,1,222.8083553519332,210.09282,0.47384554
224,4993.737966522218,169.93938037612688,0,67.04416826857039,220.1438,0.2305125
225,4281.207769978793,98.6320600496724,0,59.65597162404619,219.73956,0.21491674
226,1445.719619549422,60.452221066363194,0,37.52382075683842,218.81627,0.16272794
227,5297.8931287132245,137.34756497478202,0,35.80624630286462,219.97417,0.15821701
228,1336.4438394137492,36.480751470053846,1,181.88184384849845,210.54419,0.4195189
229,7005.0660148545285,45.99753560890238,1,285.79699948522773,204.48955,0.5501898
230,1808.1595650491572,48.98694224116894,1,236.97290783376502,205.72173,0.4916965
231,4965.6150536149,147.20698096232502,1,256.58036408566136,206.62148,0.5157176
232,2851.391624759704,134.93520511868414,1,281.03714828847586,203.33891,0.5446734
233,9995.22688801402,127.54648059110872,1,339.64407299383083,200.30577,0.6102283
234,3088.6299612530674,170.43858493533398,1,245.20961851958796,206.33432,0.5018806
235,6059.079620040563,156.61223084847205,1,235.09573990163742,208.99667,0.48935583
236,636.8417493592337,68.5307047110499,0,47.18289594226092,217.56151,0.18670186
237,6305.448560944155,44.94107225201616,0,46.60103860320427,220.52414,0.185317
238,5353.8138051656115,115.15911566932252,1,263.1587870933977,205.83926,0.52361083
239,5086.594850590692,83.32760562451838,0,34.766442067424414,220.34084,0.15544403
240,4327.016592474807,75.55548613719097,1,176.47534711464488,212.88104,0.41199157
241,8946.439001623885,116.60512666111654,1,325.95885285701934,201.73761,0.59535444
242,2241.393150099957,149.27687140393982,1,215.86040769678107,207.92342,0.46492374
243,7089.116768474799,184.2212727663986,0,47.07691155001525,220.42413,0.18645014
244,7887.299592498693,107.14483045579927,1,229.88830325979654,209.71538,0.48282307
245,7476.479967825611,120.64545905757079,1,164.78444507660416,214.92743,0.39539176
246,6266.046981615134,167.49858258511048,1,158.28152026906906,214.48503,0.38595444
247,7153.844546490982,96.168278899385,1,233.30389345403267,208.66325,0.48711458
248,2787.0655351771775,156.30690312500926,1,299.65381089406895,201.4458,0.5660435
249,1308.7271949173262,197.4347771779685,1,310.3976264682394,198.20148,0.57813454
